"「所有人都能应该变幸福吧」
但....我好像不在“所有人”的范围之内。",4617700514466369,冉愉
抑郁症好累。。很难受。。学不进去。。,4617937032056980,鼓蛙蛙
抑郁症 祝我早逝，且无来生。,4617288408112326,烟雨清清奈何乡愁
"抑郁症✨ #哈佛幸福课笔记#
给自己种下一些简单的心锚，记住一些简单的对抗抑郁的小tips。

①冥想确实可以改变大脑，持续8周的冥想训练之后，大脑的反应回路将发生变化。
②每周进行3次每次30分钟左右的运动，和许多心理药物达到的效果一样，且没有副作用。
③鸡蛋和香蕉对抑郁症治疗很有帮 ...全文",4617182224586717,野良子供
抑郁症 有吃阿戈美拉丁的吗？吃多久有明显效果呀？,4617910222064644,Twinkle_闪
"抑郁症每周的心理健康课又来了
每次听完更抑郁了
无语
我一直觉得心理健康课是给正常学生讲的
可是他们正常也根本不会听课啊",4617949333164091,用户7539270913
黑狗又跑出来了 我打不过它,4617851635241946,-乖乖被丢下_
抑郁症 分享的乐趣在于回应,4617957948266678,大姐姐周末
"满脑子都是:“你应该……”
振作！勤奋！努力！乐观！聪明！
………………笑死，根本停不下来……",4617953637569077,三水墨11
抑郁症 医生告诉我，如果我自己也放弃了，那就没办法了，真的很想问问自己我到底在怕什么,4617952646662731,小小毛栗子龙
抑郁症对我来说，是想开了,4617951778445740,天亮之前的戀愛
抑郁症 我有时候会想，不要有人来救我，不要有人来管我，不要有人来爱我，我又不值得，还会弄脏弄累你们，你们最好对我狠一点、坏一点，我就可以毫无顾忌、毫无留恋的离开这世界了,4617596882387539,阶级性杰西卡
抑郁症很久没来了，体重整整掉了50斤，以前的胖妹没了，裤子全部要买新的了。我还在努力加油中。,4617959148096623,牛牛的梦与现实
"很羡慕那些一天只睡四五个小时上课还都神采奕奕的学霸，更羡慕那些整天没心没肺啥也不在乎，笑呵呵的学渣，而我，夹在中间啥也不是
怕上课睡觉，所以与咖啡做伴。平常我一天睡十几个小时都睡不够明天就复学了，从明天开始，连六个小时都睡不够了，我真不知道我一天要靠多少咖啡才能撑过来 ...全文",4617315914620490,巴扎嘿黑巴扎嘿
抑郁症我还活着，但又好像已经死了。,4617893738710966,安之安如
抑郁症 可能每个人想法不一样，每每看见那种倾家荡产为救一个人的性命时，我就觉得好难受，救也没救回来，全家生活因此负债累累，如果是我，得了什么癌症啥的，反正最后都是要死，不要拖累家人了，花一小比钱，去自己想去的地方，吃自己想吃的东西，就没有遗憾了。,4617940089704079,就是叫大瓜
"痛苦啊
到底怎样离开才不会痛
我好懦弱 我连自残都不敢
我是垃圾
我是废物
我不配活着
我让家人感觉丢人了
救救我啊
让一场天灾了结我吧
或者让我代替一个该死的人去死吧",4617941838468385,brightfurther
抑郁症 多少次很想死，可是 看着阳光的时候，我就又退缩了 究竟是怎么了,4617942430387232,仙女味的女神-
抑郁症最近每天睡十多个小时,4617951146149942,h还在感冒
抑郁症有人来聊天吗,4617944904765199,葡萄在我碗里
后背会有刺痛感嘛？,4617945047369802,-乖乖被丢下_
抑郁症可以给我推荐一个城市或者地方吗，想去别的地方生活，想认识新的人，想换一份工作。,4617948184185144,林肖兔
抑郁症 我想了解下MECT有知道的可爱们能和我说说吗,4617940940360026,A_派多格扬州店
抑郁症 我才发现我妈也知道我有抑郁症的事儿了。我以为是我瞒着家里人，现在才明白原来家里人也在瞒着我。虽然他们不了解这个病，但总是劝我能放下工作就放下，回家休息一阵子。也很好，让我觉得自己是被爱着的。,4617954379698595,手冢长岩
抑郁症 我也是倒霉，抑郁症还没医好，心肌缺血又找到我了,4617947962934904,坟头看风景
抑郁症盐酸苯海索一般吃多久起药效啊 医生给我开的 说是防止手抖 早晚各一粒 我从星期天晚上开始吃的,4617948759068468,久贰啾啾
"抑郁症
半小时前：我是美工刀使用小能手！
半小时后：哎呦我操疼死我了疼死我了疼死我了
明天：我是美工刀使用小能手！",4617954421380631,睡懒觉专业资深教授
抑郁症啊这 八点档的剧情在我身边发生了？无语 谁的钱不是大风刮来的 说难听一点没有爸妈吗？没有朋友吗？,4617961362691745,是憨崽呀_
抑郁症好烦啊啊啊啊啊！本来已经完成的工作又要返工了。我以为我已经好差不多了，结果一下子把我打回原形了。整个人都变得好丧啊,4617955008583191,奇仔against黑狗
抑郁症和小时候判若两人 也许我是平行世界的另一个我吧 经常会梦到 另一个世界的自己好像过得很好 希望另一个世界的自己 能代替我一直一直幸福下去,4617956779102325,试验体0226
抑郁症 纳尼都干不了 动都动不了…,4617958669684319,绿色花美男
"抑郁症
想问问大家住院是怎么样的环境
怎么样的治疗方式
是只吃药观察吗",4617960091813159,梨花雨嫣然
抑郁症 我又不开心了 我很难在阐述这种不开心了,4617960523826977,会是瑶瑶吗
“亲爱的朋友，如果我没有弄错的话，您生活在一个幻想的世界中，我不认为这是您的罪过，我自己也长期过着这样的生活，而且虽然做了各种努力，我还是多次回到了那种状态。当人们刚迈入青春时代，会觉得自己面前的整个人生就是一个幸福或者不幸的整体，这个整体会成为你的命运，我并不这样看，我们的期望 ...全文,4617961962209842,野良子供
抑郁症想偷偷回老家，买票被服务员默认加了4块钱保险费，上网一查才知道是违规的。广播说车到站推迟半个小时，人倒霉到这种份上没谁了🙉🙉🙉,4617942379795346,天亮之前的戀愛
抑郁症 想找个人聊天，陪我玩玩游戏，今天开学到学校好痛苦，有哪位愿意来打打游戏，聊天吗,4617654281963117,了凡0111
抑郁症从今天开始好好吃饭，坚持运动，不求一天三顿吃满，至少不要一顿都不吃或者只吃一顿，坚持打卡！,4610715266059229,_小王子的红玫瑰_
抑郁症 不能发图片评论，转发也不能太多字，接上一条微博的，我真的想分享给大家，不要做错事做傻事，坚强一点，对父母……也友善一点吧,4611541146275509,烟雨清清奈何乡愁
抑郁症她根本没把我当回事 我好猪,4617941524157618,小西与一万颗星
抑郁症生日确实没人知道 祝福也确实没有 出分数线没考上研的责备倒是不少,4617907344250884,RRosew
抑郁症【避雷】兰州市第三人民医院睡眠科张亚丽,4615414509736224,水生要好好吃飯
抑郁症上班的时候 表面回复同事好的，内心:塞林木！！！,4617873416520434,勋勋奶盖syn
"抑郁症🍊
被我妈的聊天记录气到头疼，都是和我爸骂我的哦。
为什么你总这么喜欢用你的主观意识来判我死刑呢？
中午看到的，现在了都头疼的厉害，不想回去看到他们",4617926931911696,橙子酱不是橘子酱
"抑郁症
初三 休学了 不知道中考怎么办 没有目标 有人能告诉我该怎么办吗 或者有和我一样的人吗 我们可以一起努力呀",4616253916053527,云朵上的羽毛鸭
抑郁症我裂开，迷迷糊糊看着舍曲林像虫卵，把自己恶心坏了，求抱抱,4617927371789236,津岛明雪
抑郁症有今年高考的小宝贝吗？ 目前还在休学中，有些迷茫，想找个人聊聊天,4616167169722517,萧允炆
抑郁症吃了帕罗西汀尿不出尿，怎么办啊，要去医院插导尿管吗？？求助！我只有一个人。,4614549057046812,星星小星星Savie
抑郁症 吃完之后胖了十斤，不到一年，吃的是草酸艾司西酞普兰！是不是只有我一个胖了，还想问一下有没有人吃药胖了以后又瘦下来的？因为体重增加有点焦虑,4615528603453911,左左左左左同学呀
抑郁症有没有知道自己有抑郁症的宝宝，但一直没吃药的,4617317395469148,婧诗花yu
"抑郁症
请问在吃舍曲林可以接种新冠疫苗吗，病情最近挺稳定的",4613515547773104,垃圾也有家·没钱版
抑郁症今天好不容易起来做点事情，结果连唯一还有点兴趣的事都没做好（奶油买少了以及差点没甜死我）,4617897836022096,ccEloise
抑郁症是什么让你有活着的信念？又是什么会让你崩溃想死？ 柳州,4617931440262549,双马尾真的很可爱呀
抑郁症有姐妹知道休学之后该怎么复学嘛，测表检查出来说的是可能是重度抑郁，然学校那边必须得医院开证明说明我这个情况能继续上学才能复学，但是现在来医院了又说开不了这个证明，自己一个人真晓不得咋搞了,4617523838583935,风里叹
抑郁症 大家有没有平时本来就没有食欲吃药之后更没有食欲的情况，即使很饿了看到吃的或着吃饭还是想吐，恶心，还有舍曲林吃了之后的副作用，大概都是什么，我吃了好难受我都不知道我吃它干啥（可能是我才吃不久没有适应）我现在大概一天吃一顿饭，早饭,4617929682846649,天生潇洒198404
"抑郁症 3年前签了中国人体器官捐献
我希望医生的能在我器官还能用的时候把它们捐给有需要的人
然后我想把骨灰撒进海里跟随洋流去到世界上任何一个角落 埋在密封的棺材里永远待在一个地方我真的会憋坏的",4513507473071443,来地球打探情报的外星人
抑郁症真的好羡慕某些抑郁患者，抑郁的同时还能做到学业事业两不误，相比而言我就比较差劲了，自从得了抑郁症，朋友也不会交了，学业也耽误了，事业好过一段时间又颓丧了，成了自己最讨厌的废物。,4615764809619192,喜欢吃甜点的大甜子
想问问大家心情不好难以排解的时候怎么做的啊我好烦啊,4617904949299662,花的丫啊
没用的人不配见光,4617876814954851,用户6991704489
抑郁症嘿，你们有什么遗憾的事吗？,4617716017399640,看不见的城市87706
"抑郁症
大家今天也要很乖的坚持吃药，加油！
碧海蓝天与君共享",4617914446250465,芃芃要追光
抑郁症我想去做一次的MECT治疗，电休克三次，短暂的忘记所有人，重要的人的名字，甚至能忘了以前所有的回忆,4613958512152702,阿珠carrey
"抑郁症
第一次来超话，给大家看看我家🐶，希望可以温暖到大家～它很聪明很乖～
大家都是因为什么人什么事而抑郁的呢？想放个👂听听…
最近我妈把我气到不行…为什么品行不端心狠手辣的人也可以做父母呢？",4617636815834955,三分冰三分糖
抑郁症为什么我是一个希望别人好好的，希望自己赶紧s的人,4617921529647662,泪斑潇湘竹
抑郁症 有人吃舍曲林后出现吃得多饿得快体重增加吗？,4617916987216232,Dolch789
"抑郁症
现状就是:一个人 总是一个人 生命里的光都用完了 我希望或许我的人生能不能不要这么奇葩
先是给我一颗糖 然后让我付出血的代价 科二没有练好 但是一把过 科三有在好好练 可是挂了两次了 抑郁啊 你不期待的都是你的 你期待的都不是你的 太抑郁了 现在又成了自己一个人了 好郁闷啊 快烦死 ...全文",4617931252567451,什么时候死2020
抑郁症大家吃完氟西汀会不会想吐啊。。,4617875174984638,西北风好次啊
抑郁症连哭都哭不出来了，感觉情绪很木然。我真的太难受了 武汉·江山如画三期,4617858447574224,博尔济吉特溪云
"抑郁症
我心……

……态炸了呀……

右佐匹克隆我是一直屯着的，昨晚怕失眠就忍不住吃了半粒。因为一直都是吃的半粒嘛，然后我就掰开放进嘴巴里……

那个苦味儿一下子就来了，我慌得拿起水杯就想往嘴里使劲倒水，结果我忘了我那水杯是带吸管的，杯子一倒什么水也喝不着。好不容 ...全文",4614019997239068,云星蝶i
"感谢写下面这段文字的人

“抑郁症是与自己的战争

做一次自己的英雄
勇敢点燃生命的那一盏烛光

或许不能永远快乐
但你值得所有温柔

伤疤就留给回忆吧
活着便是下一个天晴

每个抑郁的人
都像是散落的星辰

带着小太阳前行
何必哭？笑一笑就好

主动寻求治疗
你从来不是一座孤岛

好好爱这个世界上
...全文",4605204412764915,酸奶中毒的少女
抑郁症 差不多半年啦，我能确认我痊愈了 希望大家也能快一点好起来！,4613403831697549,非锴
抑郁症舍曲林副作用真的好折磨人……,4617878270378372,耶斯莫拉莫斯耶
抑郁症之前一直性冷淡。这学期开始性欲很强，开始社交…然后…这是双向征兆吗,4567337073649073,黑狗吃人了
"抑郁症
今天一直手抖 昨晚也睡不好 和男朋友说了 被嫌烦了 说我一天到晚都说这些东西 我觉得我就是个麻烦 也没有人会愿意当自己的垃圾桶 还是自己忍着好了",4617926962058352,小怡又菜又爱喝
抑郁症你们躯体化严重嘛 手抖 呼吸不了 肌肉酸痛 饭也不怎么吃 就想赖床,4613699598289474,ttao很想喝奶茶
一切都变了，一切都回不去了。,4608134176577548,在人间充数
抑郁症不管是不是抑郁症，也不想吃药治疗，就想s，计划倒计时 广州,4615916459917625,黎明之前最长的黑暗
抑郁症我真的想走了 我真的坚持不住了,4616664311661011,战胜不开心
抑郁症有人愿意每天一起说说话吗,4617621956462790,艾洺子
抑郁症 考驾照，考完科三过了，不想考科四。害怕有一天控制不住情绪连累他人。到底要不要去继续考呢 淄博·橡树・玫瑰城,4598439076440412,爱不了任何人承担不起任何人爱意
"抑郁症
时隔五个多月终于回医院复查了，把舍曲林换成了草酸艾司西酞普兰片（这个真的好便宜啊我这次拿了两盒，也就是两个星期的量才28？也就是一盒14？）
然后奥氮平本来是奥兰之那个牌子的，这次换成了再普乐的
想请问这个草酸艾司西酞普兰片有人吃吗？最开始吃会头痛犯恶心吗？
再普乐 ...全文",4600291640485386,Caro芝士晏晏
抑郁症唔，还以为病好了怎么这样啊,4617938261248132,某不知名giver
"抑郁症
是不是只有真的死掉 才能证明我的痛苦？",4592544954452027,4円早川
我也不知道自己怎么了…我控制不了,4617926336319294,一个没感情的杂果-
"抑郁症
如今我已完全变成这个世界的看客。
极度自闭孤独，仿佛与世间隔了一层玻璃。",4617929117401776,永不见天日的深海鱼
抑郁症满是遗憾的人生我就不想要了,4617916828615070,孤岛shu
抑郁症为什么一直都好不起来啊,4617935378973651,靓女柠汐
"抑郁症 无端端哭起来了
一点都不快乐
什么也不想做了",4617581107089636,你说我该拥有姓名嘛
抑郁症看完李焕英，我也有了共鸣，如果当初我妈生的不是我，是不是会过的更好一些。,4617937266672791,清欢_0209
抑郁症 我找到新工作了 明天要去入职了 有点害怕 怕学得慢怕做不好,4617850452968528,行星致幻录
"抑郁症 教授上课总是不停的提问 不停的小组讨论 想知道你们上学都是怎么熬过来的
这种课真是煎熬 太痛苦了 又难受又觉得自己好没用 什么都做不了 平时就社恐 抑郁时候更难受 真不知道最后一学期怎么熬过去 又害怕别人的眼光",4613195337828991,MelancolieSangneige
抑郁症妈妈说我长头发好看，心疼我每天落下大把大把的头发，可我只想剪个光头，那样就不用洗头不用显得我很懒。,4617535310267592,会好的柚
抑郁症 我又要开始报复性进食了,4617924730687234,早来晚到
抑郁症 有没有取悦症的伙伴,4617888914478205,Cccclllc-
hi to ri,4617943474243418,咕咕xy小朋友
根本没办法回到学校，一到学校班里就很想哭很焦虑很害怕，身体也动不了，这种感觉真的太难受了，感觉他们都在盯着我，在家又学不下去,4617932384505212,蝶梦玉无心
"抑郁症
真的很讨厌夏天
很容易被人看到手上的疤
真的很害怕",4616120810604737,静婉学姐
抑郁症 上个月底开始无缘无故地失眠 没心事家里也没事 看过医生做了睡眠质量 心理评估 （有极轻的焦虑 可能有极轻的抑郁）一直想睡 2.3点都还睡不着人就焦虑了 可是抑郁我自己感觉没有 然后医生开了右佐匹克隆跟曲唑酮 也不知道需要吃多久的药 我还想备孕 想生孩子 我想快点好起来 加油,4550536559334040,17很了不起
抑郁症世界上那么多天灾人祸，为什么我遇不到，那么多癌症，为什么我不得？,4617907197971157,R木示标
抑郁症 不想吃药虽然不知道为什么不想吃，明明吃了会好点，被妈妈发现悄悄丢药以后晚上她都要盯着我吃药。唉一点都不想爹妈在我身上浪费时间浪费钱又得不到回报，放弃我多好啊,4617939435651445,终于可以消失在人海
抑郁症没有性欲是吃药的原因还是，病的原因，因为抑郁症分手好多次了是不是抑郁症不配拥有正常人般甜甜的恋爱 淄博·桓台县,4511501035697487,爱不了任何人承担不起任何人爱意
抑郁症请问一下有大学退学的吗？现在做什么喃,4616753830693115,陈小姐每天笑一笑
"抑郁症🍊
头好疼啊。我觉得我家的生活就是一局扫雷游戏，不知道哪一步就会踩到雷，可能就是下一步。如果今天一天能安全过去，那就像中奖一样。",4617926806078578,橙子酱不是橘子酱
"抑郁症
请大家帮忙列个【愿望清单】！
看看哪些事做了会少些遗憾，多些快乐，我在余生慢慢完成。
1.仅限国内
2.费用普通工薪能承担
3.不包括结婚育儿等大目标
4.旅游等需要明确地点和时段",4617848125393466,永不见天日的深海鱼
"抑郁症
又是绝望垂死的感觉，特别难过",4617899744431310,永不见天日的深海鱼
抑郁症班上一位同学说是要自杀，哭着给我打电话，她的情况和我严重时几乎完全一样，不忍心看她难受，打算带着她去医院看看，毕竟一个在死亡边缘徘徊过的人深知或者是一件多么美好的事……,4617914663043091,深邃的洞穴里有只大黑狗
抑郁症 温暖感觉无处不在，可都与我擦肩而过～阳光开始刺眼开始寒冷 吃饭wzy的微博视频,4617917125363032,吃饭wzy
抑郁症i am not a monster,4617919965697088,一块儿黄油e
"抑郁症Madame Curie once said, "" I have never been lucky, and I will never expect it."" I inspired myself and used all my strength to deal with everything, and my perseverance finally prevailed. ""
居里夫人曾经说过：“我从来不曾有过幸运，将来也永远不指望幸运，我激励自己，用 ...全文",4617929716669367,一尾姑苏鲤鱼精
抑郁症我不知道像我这样的废物，毫无价值的人为什么还要活着，我好像每天都很痛苦，也有偶尔平静的时候，可很快就会再次陷入无尽的黑暗。我是一个没有未来的人，，只要一想到余生我都要这么痛苦的过下去，我都恨不得马上去死。,4617935308198641,xiao琪么
抑郁症突然就会心情低落，突然心情高涨,4617932761729733,MFB__l
抑郁症现在每天一到十点就犯困，偶尔半夜还会醒，真的好烦,4617933101205653,MFB__l
抑郁症头好痛,4617934590444651,每天都很困的小星星
抑郁症可能又复发了，打算假期治疗。,4617936264496861,花渡xx
抑郁症 我好想逃离这个世界，却又不能。我没办法忘了伤害过我的人，也没办法忘了曾经让我一度崩溃的事，在别人看来我什么都有了，有车有对象有自己的店铺有自己的成就，但是唯独想离开还在伴随着我，从抑郁到双相到偏执，好像所有的东西都在反复的告诉我我有病，所以我到底该怎么办💔,4617937368124566,A_派多格扬州店
抑郁症 我完蛋了，不知道怎么工作了，已经到了没办法生活没办法工作的地步，这有点让人绝望啊……,4617897647013914,时光机卡机了
抑郁症我这几天都按时吃药了。,4617892543333228,白日梦阿兽最会做白日梦了
"抑郁症 开个吐槽/树洞贴，没法对着亲密的人说的话或许说在这里也不错，
看见了就一定回，不管什么时候。
我想事事有回应，但我没得到。希望你们在我这里可以获得一点点回应。",4614696478705690,来碗白粥不加咸菜
抑郁症 对于大家来说，活着的意义是什么,4617302048248939,呀是pika丘
"抑郁症我导师这么骂我
我是个坏孩子吗
心情压抑想出去走走，
因为他太忙了，我怕打扰他，就跟二导师请的假。
我没有恶意啊也没有不把他放在眼里，我跟他道歉他也不理我，为什么这么说我",4617903900987101,御朔德-承乐公子
抑郁症我可以得到大家的鼓励吗？我没办法在现实中诉说。,4617902004638321,咖啡小奇迹
抑郁症我好害怕 青岛,4617899399975959,肥宅9杯水
完成了一件心愿,4615079621036511,想拥有阳光啊
抑郁症好难啊，不想上班了真的好累。不想做电销了，打电话好麻烦，再也不想打电话了。要崩溃，不想与人沟通，想好好睡一觉，活着好累，能不能救救孩子，部门的接连离职我也好想走啊，但是不知道怎么开口，都没人了自己再走会很愧疚。我真的好烦啊。可能自己本身就是个矛盾体。说话也语无伦次的 ...全文,4560288727433670,倘若有天我辞了这人世丨
"抑郁症
分享一首你们最常听的歌给我吧",4616799956763536,会发光的炙热熊
抑郁症吃帕罗西汀排尿困难怎么办？会好吗？什么时候能好？,4614409890041283,星星小星星Savie
"抑郁症🍊
请问起床气有什么有效控制办法吗？我感觉我每天从睁开眼后的半小时到一小时以内就是一只喷火龙，喷火对象全方位无差别……
每天醒了就好烦好烦好烦好烦，满脑袋都是烦躁，看着谁都想冲他发火 ！",4617927071108116,橙子酱不是橘子酱
抑郁症我……是个废物吗？宿舍考试都过了，就我挂了两门，可我是真的记不住啊……,4617908615382282,是谁的大辰吖
抑郁症 原来我们的父母都一样,4617922826469535,Kylin79
下午好呀,4617933005261144,咕咕xy小朋友
"抑郁症
工作找了半个月了 我真的好没用啊 大连·华南广场",4616482888093705,星球探险家呀
"抑郁症
我真的好累
我也想高考呀 可是总感觉父母有点不理解我……
真的真的真的好累",4617719037035158,孜孜不想倦
"抑郁症我真的好悲哀，白天焦虑，晚上抑郁。没有什么兴趣也没什么喜好，没有朋友也没有家人，眼前的一切都是白的，甚至连饭都不知道是好吃还是难吃，这个味道应该是好闻还是难闻，我感受不到。
究竟为什么会一步一步变成这样？我要忘了自己以前那种人来疯，满眼发光的模样了。
现在的我丑陋无 ...全文",4617833965158403,Linn_Ti
抑郁症其实我最想要的就是平静，内心毫无波动心如死水地对待任何事任何人，但我做不到永远不悲不喜这么厉害，那么我就选择悲吧，一时痛苦至少让我此刻感受到我还活着，一时快乐反而只会让那之后的平静显得更伤感，没有对比才是最好,4617918958797865,嘘闭嘴别说话
抑郁症 希望你們早日康復。,4617921328841683,鯨落·Memory
抑郁症今天两片草酸艾斯我觉得我的心抖得和筛子一样。。。。,4617922742324776,一块儿黄油e
抑郁症 自己的树洞，自己和自己说话，总不担心讲错话了吧！,4606673832122436,rainbest1023
抑郁症北京安定人好多啊，现场也挂不了号，只能明天来了,4617903721416921,灵魂鸭鸭嘎嘎
"抑郁症
刚才情绪崩溃，在公交车上哭了。真的觉得很痛苦，又无能为力不知道怎么办才好。最近失业在找工作，明明我有自己的规划但是父母总是想掺合进来让我很崩溃。越来越不爱说话，越来越睡不着。真的很痛苦，医院也不想去，真的很糟糕。",4617902939966327,中年扁头少女
一个文字工作者失去表达欲该怎么办。抑郁症,4617548056500467,出差诗人
抑郁症好累好累真的好累啊,4615763908104078,喜欢吃甜点的大甜子
快看看我吧 看看我吧,4617907935645206,爱和得与失_
"抑郁症 刚路过这里等车 心里怪怪的
如果没有生病 这会我应该在学校上学 正和同桌一起吐槽老师 一起期待快点下课
三年后 为高考没日没夜的读书 准备艺考 每一天都在期待大学生活
可这些只是如果
原生家庭送给我了抑郁症 把我的一切毁掉 而他们却站在道德的制高点指责我矫情不懂事 ...全文",4615639488008338,李蕴纾今天送快递了吗
"✨各地各大医院医生推荐汇总帖：（2020.02.01
第三次更新）
‼️除西藏、青海以外 各大省份医院医生推荐都有
‼️除西藏、青海以外 各大省份医院医生推荐都有
‼️除西藏、青海以外 各大省份医院医生推荐都有
🌟图片均为长图 往下拉 找到自己所在的省份即可.
🧸没有找到自己所在地推荐的小伙 ...全文",4467225538346127,匿名死者
抑郁症宝贝们我好了！快来接好运！,4602994702685887,1107君道
抑郁症 就算春天来了又如何，天气变好了又如何，一切和我也没关系，最多证明了我又活了一年,4617928400182378,天生潇洒198404
"养了一只贝灵顿
应该能够帮助赶走大黑狗吧",4617542985846052,无妄生欢yu
"【心情日记】
昨晚差点就再也回不来了
在这里提醒大家一定不要过量吃药！一定不要过量吃药！一定不要过量吃药！想服药自杀的如果看到了我这篇，一定要控制自己的情绪！
昨天下午我吃了六片右佐匹克隆（文飞），五片富马酸喹硫平片（思瑞康）。大约一小时后我给妈妈发了消息，妈妈赶紧打了120。班主任 ...全文",4593275329321238,孜孜不想倦
